Epoch	Training Loss	Training Accuracy	Validation Loss	Validation Accuracy
99	3.6669958025817104	97.69295302013423	4.119058058734685	54.35126582278481
100	3.6663780352413253	97.67197986577182	4.109866465194316	55.1951476793249
101	3.6654141105261426	97.70343959731544	4.106146364775388	55.59071729957806
102	3.6632059696536734	97.90268456375838	4.107768429985529	55.722573839662445
103	3.661456210901273	97.97609060402685	4.107743146550304	55.90717299578059
104	3.6609062920480766	98.0494966442953	4.0961383435293595	56.381856540084385
105	3.6610574082240164	97.99706375838926	4.104640973771172	56.03902953586498
106	3.660773530502447	97.99706375838926	4.0996310640488	55.82805907172996
107	3.6582383689464337	98.23825503355705	4.103598568509903	56.14451476793249
108	3.6581996047256777	98.21728187919463	4.106885283305172	55.69620253164557
109	3.6566759363916894	98.35360738255034	4.106132865455081	55.61708860759494
110	3.6585990742549	98.11241610738254	4.09687121206195	56.7246835443038
111	3.656372253526777	98.29068791946308	4.101507714026085	56.118143459915615
112	3.6559076325205346	98.37458053691275	4.1076571237185835	55.56434599156118
113	3.656511289961386	98.3011744966443	4.101955387662735	55.7753164556962
114	3.6565807129712713	98.25922818791946	4.093371590481529	56.7246835443038
115	3.6537127674826038	98.4375	4.096729188025752	56.09177215189873
116	3.653211740839401	98.52139261744966	4.094009693161848	57.04113924050633
117	3.6547479501506626	98.40604026845638	4.087675339058984	57.542194092827
118	3.653223787778176	98.47944630872483	4.092603361556298	56.65310427968656
119	3.652360114875256	98.4375	4.105071631161976	55.537974683544306
120	3.6542010011288943	98.29068791946308	4.087772063565153	57.04867389993972
121	3.6531169694542083	98.50041946308725	4.087208823312687	57.278481012658226
122	3.651869935877371	98.61577181208054	4.091870437694501	56.93565400843882
123	3.6516412344554925	98.5633389261745	4.09248566728101	56.64556962025316
124	3.6513668142709155	98.55285234899328	4.093185467056081	56.540084388185655
125	3.651887359235111	98.50041946308725	4.099219280959182	56.0126582278481
126	3.6516425549583946	98.64723154362416	4.109007764969194	55.49276672694394
127	3.6512641682720823	98.62625838926175	4.10327071982597	55.66983122362869
128	3.650585804609644	98.60528523489933	4.103480480894258	55.11603375527426
129	3.6488426787741233	98.79404362416108	4.093015680836223	56.25
130	3.648182641339782	98.87793624161074	4.101427941382686	55.40611814345991
131	3.648572289303645	98.93036912751678	4.107831260826014	54.957805907173
132	3.6480962850103444	98.89890939597315	4.09939366352709	55.48523206751055
133	3.6461948468381125	99.11912751677852	4.103838938701002	55.01054852320675
134	3.6463795724331134	99.18204697986577	4.0968297604267105	56.03902953586498
135	3.644185666669935	99.29739932885906	4.094006069601839	56.22362869198312
136	3.645249237550185	99.24496644295301	4.1007893850028765	55.880801687763714
137	3.643740230758718	99.32885906040268	4.0997763454662595	55.48523206751055
138	3.6446104325704125	99.29739932885906	4.099750979540217	55.7753164556962
139	3.6424614863107667	99.41275167785236	4.091373884225193	56.302742616033754
140	3.6428477456105637	99.37080536912751	4.098877354513241	55.51160337552743
141	3.643260886605154	99.33934563758389	4.10118523126916	55.300632911392405
142	3.641622406924331	99.4756711409396	4.096495460357344	55.51160337552743
143	3.643425021395587	99.26593959731544	4.099409114459396	55.1951476793249
144	3.6423149144889524	99.41275167785236	4.1002404347753725	55.35337552742616
145	3.6419379579140836	99.40226510067114	4.097019816249735	55.85443037974684
146	3.643770539920602	99.27642617449665	4.103369724901417	55.379746835443036
147	3.64146805729642	99.49664429530202	4.0996323728360204	56.09177215189873
148	3.642221478807846	99.44421140939598	4.108475939633977	54.90506329113924
149	3.6417759116864046	99.45469798657719	4.09294008102095	56.302742616033754
150	3.639646114118947	99.55956375838926	4.08816751447911	57.14662447257384
151	3.641797731386735	99.44421140939598	4.089791919611677	56.80379746835443
152	3.64070296087521	99.50713087248322	4.102905594346895	55.09719710669078
153	3.6408403291798277	99.42323825503355	4.094852102456716	56.125678119349004
154	3.6403625651493967	99.55956375838926	4.0993697653339884	55.17631103074141
155	3.6418221636906565	99.41275167785236	4.094982904723928	56.065400843881854
156	3.6398029775427494	99.49664429530202	4.100713570912679	55.300632911392405
157	3.6409113115112253	99.49664429530202	4.095616056949278	55.7753164556962
158	3.6403696425009096	99.49664429530202	4.104818557385151	55.063291139240505
159	3.6389195242984185	99.66442953020135	4.101248035954021	54.93143459915612
160	3.639860550029166	99.55956375838926	4.094557196782108	56.381856540084385
161	3.639958862890333	99.55956375838926	4.103920391340296	55.01054852320675
162	3.639654375962763	99.58053691275168	4.1040805251286505	55.063291139240505
163	3.640523987728477	99.50713087248322	4.1016170787408885	54.93143459915612
164	3.63961044613947	99.58053691275168	4.099859514316929	55.56434599156118
165	3.6393185401922903	99.54907718120805	4.099521524292507	55.1951476793249
166	3.639074562379978	99.65394295302013	4.092387035426208	56.40822784810127
167	3.639150783519617	99.60151006711409	4.100490297446271	55.26295961422543
168	3.6388144189079337	99.57005033557047	4.101324191073325	55.142405063291136
169	3.6388191292749954	99.57005033557047	4.092265253831566	56.09177215189873
170	3.6393589661425394	99.54907718120805	4.112840703771084	53.823839662447256
171	3.6390315806305646	99.54907718120805	4.090082469368785	56.619198312236286
172	3.6380790256013804	99.70637583892618	4.090569338215051	56.75105485232068
173	3.6388301921370845	99.59102348993288	4.102591742946125	54.957805907173
174	3.638295175245144	99.68540268456375	4.10744378637161	54.11392405063291
175	3.639535926732441	99.53859060402685	4.094323290048269	56.00135623869801
176	3.639199214093637	99.58053691275168	4.083139533232033	56.83016877637131
177	3.6369929753693957	99.75880872483222	4.082505523906981	57.56856540084388
178	3.638670112062621	99.60151006711409	4.104425732093521	54.825949367088604
179	3.6382759785492147	99.65394295302013	4.094118024729475	55.98628691983122
180	3.6381617496477676	99.65394295302013	4.100370499655164	55.32700421940928
181	3.6381051460368523	99.66442953020135	4.086532908652905	56.540084388185655
182	3.6392040360693962	99.49664429530202	4.08808632641402	56.57399035563592
183	3.638537268910632	99.59102348993288	4.095817708767919	55.51913803496082
184	3.6375910671765372	99.72734899328859	4.092429451801606	56.07293550331525
185	3.6377592950859325	99.65394295302013	4.0919875806896995	56.065400843881854
186	3.6376859693719235	99.68540268456375	4.090756847888609	56.03902953586498
187	3.6385653246969185	99.60151006711409	4.101443008028506	54.984177215189874
188	3.636951101306301	99.79026845637584	4.092896180816844	55.98628691983122
189	3.63698327421342	99.74832214765101	4.094484055595559	55.6509945750452
190	3.6375182571027103	99.68540268456375	4.092191840022928	55.93354430379747
191	3.63781710999124	99.6119966442953	4.095902202501579	55.880801687763714
192	3.6369574978047567	99.7378355704698	4.1037070258257256	55.11603375527426
193	3.6373339499403166	99.77978187919463	4.082483756391308	56.81886678722121
194	3.6373060589668733	99.72734899328859	4.086507691612726	56.4873417721519
195	3.63775473113028	99.67491610738254	4.093092610564413	55.643459915611814
196	3.63678780978158	99.7378355704698	4.084118059415857	56.962025316455694
197	3.6378449045571704	99.68540268456375	4.097085133886538	54.85232067510549
198	3.6373017766331666	99.69588926174497	4.089641837631097	56.25
199	3.637656946710292	99.67491610738254	4.087401656661859	56.46097046413502
